DateTime,Day,Weekday,Hour,Rented Bike Count,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm)
2018-03-15 04:00:00,15,5,4,9,"15,1",86,"2,1",877,"12,7",0,0,0
2018-03-15 05:00:00,15,5,5,8,"14,5",94,2,487,"13,5",0,0,0
2018-03-15 06:00:00,15,5,6,10,"14,4",96,"0,7",453,"13,7",0,8,0
2018-03-15 07:00:00,15,5,7,15,"14,3",97,"0,3",189,"13,8",0,0,0
2018-03-15 08:00:00,15,5,8,39,"14,1",97,"1,1",342,"13,6",0,0,0
2018-03-15 09:00:00,15,5,9,32,"14,1",98,"1,1",253,"13,7","0,06",17,0
2018-03-15 10:00:00,15,5,10,27,"14,2",98,"1,2",299,"13,8","0,14",0,0
2018-03-15 11:00:00,15,5,11,65,"13,9",98,"1,4",296,"13,5","0,13",0,0
2018-03-15 12:00:00,15,5,12,204,"13,3",97,"2,9",771,"12,8","0,19",2,0
2018-03-15 13:00:00,15,5,13,269,"12,7",97,"2,6",467,"12,2","0,23",0,0
2018-03-15 14:00:00,15,5,14,289,"12,1",97,2,177,"11,6","0,2",0,0
2018-03-15 15:00:00,15,5,15,329,"11,6",97,"3,4",117,"11,1","0,26",0,0
2018-03-15 16:00:00,15,5,16,214,"10,7",98,"1,2",196,"10,3","0,14",0,0
2018-03-15 17:00:00,15,5,17,411,"10,9",98,"1,3",222,"10,5","0,09",0,0
2018-03-15 18:00:00,15,5,18,676,"10,4",98,"2,5",116,10,"0,03",0,0
2018-03-15 19:00:00,15,5,19,606,"10,4",98,2,391,10,0,0,0
2018-03-15 20:00:00,15,5,20,533,"10,5",97,"1,8",372,10,0,0,0
2018-03-15 21:00:00,15,5,21,567,"10,4",96,"2,7",499,"9,7",0,0,0
2018-03-15 22:00:00,15,5,22,506,"9,8",90,"3,7",493,"8,2",0,0,0
2018-03-15 23:00:00,15,5,23,343,"9,3",90,"4,1",609,"7,7",0,0,0
2018-03-16 00:00:00,16,6,0,287,"8,4",86,"2,2",2000,"6,1",0,0,0
2018-03-16 01:00:00,16,6,1,278,"7,2",83,"2,1",2000,"4,4",0,0,0
2018-03-16 02:00:00,16,6,2,178,"6,7",72,"2,1",2000,"1,9",0,0,0
2018-03-16 03:00:00,16,6,3,102,"6,1",67,"2,6",2000,"0,4",0,0,0
2018-03-16 04:00:00,16,6,4,85,"5,7",62,"2,4",2000,-1,0,0,0
2018-03-16 05:00:00,16,6,5,85,"5,2",60,2,2000,"-1,9",0,0,0
2018-03-16 06:00:00,16,6,6,222,"4,4",61,"1,7",2000,"-2,4",0,0,0
2018-03-16 07:00:00,16,6,7,652,"3,7",59,"2,9",2000,"-3,5",0,0,0
2018-03-16 08:00:00,16,6,8,1176,"3,8",56,"2,4",2000,"-4,1","0,32",0,0
2018-03-16 09:00:00,16,6,9,683,"5,2",51,"1,7",2000,"-4,1","1,08",0,0
2018-03-16 10:00:00,16,6,10,507,"6,7",46,"2,2",1936,"-4,1","1,79",0,0
2018-03-16 11:00:00,16,6,11,557,"8,2",45,"2,4",1992,-3,"2,38",0,0
2018-03-16 12:00:00,16,6,12,705,"9,4",40,"2,6",1913,"-3,5","2,78",0,0
2018-03-16 13:00:00,16,6,13,715,"10,4",38,"2,4",1959,"-3,3","2,99",0,0
2018-03-16 14:00:00,16,6,14,772,11,36,"1,8",1973,"-3,5","2,91",0,0
2018-03-16 15:00:00,16,6,15,923,"11,9",32,"1,9",1976,"-4,3","2,62",0,0
2018-03-16 16:00:00,16,6,16,976,"11,6",31,"1,4",1999,"-4,9","2,11",0,0
2018-03-16 17:00:00,16,6,17,1160,"11,2",30,"1,5",2000,"-5,7","1,44",0,0
2018-03-16 18:00:00,16,6,18,1641,10,33,"1,2",2000,"-5,5","0,68",0,0
2018-03-16 19:00:00,16,6,19,974,"8,1",36,"1,2",2000,"-6,1","0,06",0,0
2018-03-16 20:00:00,16,6,20,774,"6,7",41,1,2000,"-5,6",0,0,0
2018-03-16 21:00:00,16,6,21,710,"5,8",43,"1,8",2000,"-5,8",0,0,0
2018-03-16 22:00:00,16,6,22,660,"4,9",46,"0,8",2000,"-5,7",0,0,0
2018-03-16 23:00:00,16,6,23,455,"4,2",47,"1,3",2000,"-6,1",0,0,0
2018-03-17 00:00:00,17,7,0,414,"3,7",48,"1,6",2000,"-6,3",0,0,0
2018-03-17 01:00:00,17,7,1,366,3,52,"0,7",2000,"-5,9",0,0,0
2018-03-17 02:00:00,17,7,2,268,"2,3",56,"0,6",2000,"-5,5",0,0,0
2018-03-17 03:00:00,17,7,3,157,"1,8",59,"0,7",2000,"-5,3",0,0,0
2018-03-17 04:00:00,17,7,4,103,"1,3",61,"0,7",2000,"-5,4",0,0,0
2018-03-17 05:00:00,17,7,5,60,1,62,"0,9",2000,"-5,4",0,0,0
2018-03-17 06:00:00,17,7,6,109,"0,8",63,1,2000,"-5,4",0,0,0
2018-03-17 07:00:00,17,7,7,193,"0,5",64,"0,8",2000,"-5,5","0,01",0,0
2018-03-17 08:00:00,17,7,8,384,"1,3",57,1,1974,"-6,2","0,32",0,0
2018-03-17 09:00:00,17,7,9,520,"3,4",49,"1,6",1950,"-6,3","1,03",0,0
2018-03-17 10:00:00,17,7,10,561,6,43,1,1829,"-5,6","1,69",0,0
2018-03-17 11:00:00,17,7,11,742,8,39,"1,2",1783,"-5,1","2,26",0,0
2018-03-17 12:00:00,17,7,12,933,10,38,"1,5",1677,"-3,6","2,51",0,0
2018-03-17 13:00:00,17,7,13,1111,"10,9",32,"1,2",1772,"-5,1","2,22",0,0
2018-03-17 14:00:00,17,7,14,1294,"12,1",29,"2,3",1734,"-5,4","2,26",0,0
2018-03-17 15:00:00,17,7,15,1514,"13,2",23,"2,8",1696,"-7,5","2,52",0,0
2018-03-17 16:00:00,17,7,16,1440,"13,7",28,"2,1",1499,"-4,5","1,88",0,0
2018-03-17 17:00:00,17,7,17,1272,"12,1",34,"2,5",1240,"-3,3","0,81",0,0
2018-03-17 18:00:00,17,7,18,934,"10,6",42,"2,8",1307,"-1,8","0,31",0,0
2018-03-17 19:00:00,17,7,19,718,"8,8",49,"3,2",1207,"-1,3","0,05",0,0
2018-03-17 20:00:00,17,7,20,688,"7,9",54,"2,3",1005,"-0,8",0,0,0
2018-03-17 21:00:00,17,7,21,624,"7,4",54,2,1142,"-1,3",0,0,0
2018-03-17 22:00:00,17,7,22,562,7,55,"2,7",1041,"-1,4",0,0,0
2018-03-17 23:00:00,17,7,23,422,"6,4",59,"1,1",961,-1,0,0,0
2018-03-18 00:00:00,18,1,0,407,"5,9",56,"1,1",1019,"-2,2",0,0,0
2018-03-18 01:00:00,18,1,1,309,"5,7",55,"1,4",1043,"-2,6",0,0,0
2018-03-18 02:00:00,18,1,2,226,"5,5",56,"1,2",1067,"-2,5",0,0,0
2018-03-18 03:00:00,18,1,3,174,"5,5",57,"1,1",1079,"-2,3",0,0,0
2018-03-18 04:00:00,18,1,4,106,"5,6",55,"0,4",1115,"-2,7",0,0,0
2018-03-18 05:00:00,18,1,5,67,"5,6",55,"1,2",1008,"-2,7",0,0,0
2018-03-18 06:00:00,18,1,6,73,"5,7",54,"1,7",1208,"-2,9",0,0,0
2018-03-18 07:00:00,18,1,7,152,"5,5",58,1,937,"-2,1",0,0,0
2018-03-18 08:00:00,18,1,8,293,"5,9",58,"1,8",861,"-1,7","0,11",0,0
2018-03-18 09:00:00,18,1,9,398,"6,3",53,"0,5",849,"-2,5","0,34",0,0
2018-03-18 10:00:00,18,1,10,460,"7,2",53,"1,6",709,"-1,7","0,45",0,0
2018-03-18 11:00:00,18,1,11,587,"8,5",49,"0,7",718,"-1,6","0,76",0,0
2018-03-18 12:00:00,18,1,12,751,"9,8",46,"1,2",710,"-1,2","1,13",0,0
2018-03-18 13:00:00,18,1,13,881,"10,6",43,"1,3",705,"-1,4","1,07",0,0
2018-03-18 14:00:00,18,1,14,993,11,41,"1,1",763,"-1,7","0,81",0,0
2018-03-18 15:00:00,18,1,15,1128,12,37,"0,8",879,"-2,2","1,09",0,0
2018-03-18 16:00:00,18,1,16,1059,"12,3",30,"1,6",1263,"-4,8","0,94",0,0
2018-03-18 17:00:00,18,1,17,603,"11,1",42,"2,2",765,"-1,3","0,34",0,0
2018-03-18 18:00:00,18,1,18,365,"10,4",47,"0,4",824,"-0,4","0,14",0,0
2018-03-18 19:00:00,18,1,19,237,10,53,"1,7",796,"0,8","0,01",0,0
2018-03-18 20:00:00,18,1,20,146,"9,2",66,"1,1",513,"3,1",0,0,0
2018-03-18 21:00:00,18,1,21,71,"8,8",72,"0,9",501,4,0,0,0
2018-03-18 22:00:00,18,1,22,70,"8,1",76,"0,8",492,"4,1",0,0,0
2018-03-18 23:00:00,18,1,23,53,"7,4",80,"1,3",471,"4,1",0,0,0
2018-03-19 00:00:00,19,2,0,67,7,81,"1,1",421,"3,9",0,"0,5",0
2018-03-19 01:00:00,19,2,1,38,"6,7",84,"0,8",320,"4,1",0,0,0
2018-03-19 02:00:00,19,2,2,28,"6,6",86,"0,6",416,"4,4",0,0,0
2018-03-19 03:00:00,19,2,3,12,"6,5",88,"0,9",276,"4,6",0,"0,3",0
2018-03-19 04:00:00,19,2,4,9,"6,3",90,1,240,"4,7",0,0,0
2018-03-19 05:00:00,19,2,5,27,"6,2",89,"1,5",338,"4,5",0,0,0
2018-03-19 06:00:00,19,2,6,91,"6,5",88,"1,2",417,"4,6",0,"0,2",0
2018-03-19 07:00:00,19,2,7,370,"6,5",88,"1,4",515,"4,6",0,0,0
2018-03-19 08:00:00,19,2,8,592,"7,3",84,"2,2",813,"4,7","0,05",0,0
2018-03-19 09:00:00,19,2,9,387,"8,2",81,"2,7",1273,"5,1","0,2","0,5",0
2018-03-19 10:00:00,19,2,10,292,"9,1",77,"2,7",1587,"5,2","0,27",0,0
2018-03-19 11:00:00,19,2,11,393,"10,2",65,"3,3",2000,"3,9","0,57",0,0
2018-03-19 12:00:00,19,2,12,403,"10,2",58,"3,5",2000,"2,2","0,32",0,0
2018-03-19 13:00:00,19,2,13,387,"10,1",61,"3,7",1504,"2,9","0,38",0,0
2018-03-19 14:00:00,19,2,14,326,"10,1",59,"3,3",2000,"2,4","0,57",0,0
2018-03-19 15:00:00,19,2,15,263,"9,8",57,3,2000,"1,6","0,43",0,0
2018-03-19 16:00:00,19,2,16,271,"8,9",63,3,1614,"2,2","0,28",0,0
2018-03-19 17:00:00,19,2,17,605,"8,5",59,"2,7",1927,"0,9","0,16",0,0
2018-03-19 18:00:00,19,2,18,1200,"8,6",55,"2,4",1958,0,"0,09",0,0
2018-03-19 19:00:00,19,2,19,818,"8,4",51,"3,3",1977,"-1,1","0,01",0,0
2018-03-19 20:00:00,19,2,20,711,"8,3",47,"3,1",2000,"-2,3",0,0,0
2018-03-19 21:00:00,19,2,21,731,8,47,"3,3",2000,"-2,6",0,0,0
2018-03-19 22:00:00,19,2,22,565,"7,6",48,"3,1",2000,"-2,7",0,0,0
2018-03-19 23:00:00,19,2,23,382,"6,9",44,"3,3",2000,"-4,5",0,0,0
2018-03-20 00:00:00,20,3,0,297,"6,3",42,"3,3",2000,"-5,6",0,0,0
2018-03-20 01:00:00,20,3,1,243,"5,5",42,"3,1",2000,"-6,4",0,0,0
2018-03-20 02:00:00,20,3,2,165,"5,1",44,"3,4",2000,"-6,1",0,0,0
2018-03-20 03:00:00,20,3,3,95,"4,7",44,"3,8",2000,"-6,5",0,0,0
2018-03-20 04:00:00,20,3,4,69,"4,4",44,"3,1",2000,"-6,8",0,0,0
2018-03-20 05:00:00,20,3,5,92,"4,1",42,"3,1",2000,"-7,6",0,0,0
2018-03-20 06:00:00,20,3,6,235,"3,9",43,"3,4",2000,"-7,5",0,0,0
2018-03-20 07:00:00,20,3,7,677,"3,8",44,"4,1",2000,"-7,3","0,02",0,0
2018-03-20 08:00:00,20,3,8,1212,"4,3",43,"4,2",2000,"-7,2","0,37",0,0
2018-03-20 09:00:00,20,3,9,661,"5,7",38,"3,9",1985,"-7,5","0,98",0,0
2018-03-20 10:00:00,20,3,10,418,"7,4",35,"3,5",1990,-7,"1,81",0,0
2018-03-20 11:00:00,20,3,11,488,"8,4",34,"3,6",1966,"-6,5","2,36",0,0
2018-03-20 12:00:00,20,3,12,522,9,33,"3,1",1985,"-6,4","2,59",0,0
2018-03-20 13:00:00,20,3,13,516,8,37,"3,4",2000,"-5,8","1,96",0,0
2018-03-20 14:00:00,20,3,14,478,"7,3",38,"3,4",1997,"-6,1","1,6",0,0
2018-03-20 15:00:00,20,3,15,492,"6,5",39,"3,3",2000,"-6,4","1,21",0,0
2018-03-20 16:00:00,20,3,16,518,"5,6",42,"4,2",2000,"-6,3","0,81",0,0
2018-03-20 17:00:00,20,3,17,719,"4,9",43,"4,3",2000,"-6,6","0,42",0,0
2018-03-20 18:00:00,20,3,18,1111,"4,1",43,"3,5",2000,"-7,3","0,21",0,0
2018-03-20 19:00:00,20,3,19,716,"3,2",45,"3,7",2000,"-7,6","0,02",0,0
2018-03-20 20:00:00,20,3,20,543,"2,7",45,"3,3",2000,-8,0,0,0
2018-03-20 21:00:00,20,3,21,494,"2,3",40,"3,3",2000,"-9,9",0,0,0
2018-03-20 22:00:00,20,3,22,460,2,37,"2,7",2000,"-11,1",0,0,0
2018-03-20 23:00:00,20,3,23,294,"1,8",37,"2,3",2000,"-11,3",0,0,0
2018-03-21 00:00:00,21,4,0,240,"1,6",39,"2,3",2000,"-10,8",0,0,0
2018-03-21 01:00:00,21,4,1,223,"1,5",40,"2,8",2000,"-10,6",0,0,0
2018-03-21 02:00:00,21,4,2,147,"1,4",40,"2,9",2000,"-10,7",0,0,0
2018-03-21 03:00:00,21,4,3,82,"1,3",40,"2,1",2000,"-10,8",0,0,0
2018-03-21 04:00:00,21,4,4,70,"1,3",39,"2,3",2000,"-11,1",0,0,0
2018-03-21 05:00:00,21,4,5,80,"1,3",40,"2,3",2000,"-10,8",0,0,0
2018-03-21 06:00:00,21,4,6,209,"1,4",42,"1,7",2000,"-10,1",0,0,0
2018-03-21 07:00:00,21,4,7,605,"1,4",43,"1,5",2000,"-9,8",0,0,0
2018-03-21 08:00:00,21,4,8,1097,"1,6",42,"1,8",2000,"-9,9","0,13",0,0
2018-03-21 09:00:00,21,4,9,614,"2,5",40,"1,9",2000,"-9,7","0,41",0,0
2018-03-21 10:00:00,21,4,10,374,"3,6",37,"1,3",2000,"-9,7","0,83",0,0
2018-03-21 11:00:00,21,4,11,339,"4,8",35,"2,1",2000,"-9,4","1,38",0,0
2018-03-21 12:00:00,21,4,12,333,"4,8",51,"2,2",1715,"-4,5","1,12",0,0
2018-03-21 13:00:00,21,4,13,196,4,64,2,1834,"-2,2","0,75",0,0
2018-03-21 14:00:00,21,4,14,117,"1,9",89,"1,5",102,"0,2","0,41",0,0
2018-03-21 15:00:00,21,4,15,184,"2,2",85,"1,3",2000,0,"0,41","0,5",0
2018-03-21 16:00:00,21,4,16,241,"2,4",79,"1,9",1995,"-0,8","0,37",0,0
2018-03-21 17:00:00,21,4,17,319,"2,5",78,2,2000,"-0,9","0,25",0,0
2018-03-21 18:00:00,21,4,18,615,2,77,"1,3",2000,"-1,6","0,07",0,0
2018-03-21 19:00:00,21,4,19,402,2,81,"0,7",2000,"-0,9",0,0,0
2018-03-21 20:00:00,21,4,20,120,"1,7",85,"1,3",396,"-0,5",0,0,0
2018-03-21 21:00:00,21,4,21,231,"1,2",92,"0,7",1474,0,0,"0,5",0
2018-03-21 22:00:00,21,4,22,320,"1,2",87,"0,9",1802,"-0,7",0,0,0
2018-03-21 23:00:00,21,4,23,226,"1,5",86,"1,2",1495,"-0,5",0,0,0
2018-03-22 00:00:00,22,5,0,243,"1,6",86,"1,7",1141,"-0,4",0,0,0
2018-03-22 01:00:00,22,5,1,247,"1,6",85,2,952,"-0,6",0,0,0
2018-03-22 02:00:00,22,5,2,173,"1,5",86,"2,5",782,"-0,5",0,0,0
2018-03-22 03:00:00,22,5,3,107,"1,3",87,"1,7",822,"-0,6",0,0,0
2018-03-22 04:00:00,22,5,4,75,"1,3",87,"2,2",937,"-0,6",0,0,0
2018-03-22 05:00:00,22,5,5,81,"1,1",88,"0,9",927,"-0,6",0,0,0
2018-03-22 06:00:00,22,5,6,212,"0,8",88,1,900,"-0,9",0,0,0
2018-03-22 07:00:00,22,5,7,600,"0,6",85,"1,5",1321,"-1,6","0,01",0,0
2018-03-22 08:00:00,22,5,8,1174,"1,1",79,"1,7",1480,"-2,1","0,36",0,0
2018-03-22 09:00:00,22,5,9,653,"2,5",67,"1,3",1472,-3,"1,11",0,0
2018-03-22 10:00:00,22,5,10,446,"4,9",56,"1,9",1480,"-3,1","1,76",0,0
2018-03-22 11:00:00,22,5,11,565,"6,9",46,"2,1",1541,"-3,9","2,33",0,0
2018-03-22 12:00:00,22,5,12,668,"8,3",36,"2,5",1665,"-5,9","2,7",0,0
2018-03-22 13:00:00,22,5,13,648,"9,9",29,"3,2",1641,"-7,3","2,91",0,0
2018-03-22 14:00:00,22,5,14,674,"11,4",30,"3,1",1672,"-5,5","2,82",0,0
2018-03-22 15:00:00,22,5,15,758,"10,7",34,"4,5",1850,"-4,5","2,51",0,0
2018-03-22 16:00:00,22,5,16,752,"10,3",34,"3,8",1850,"-4,9","1,93",0,0
2018-03-22 17:00:00,22,5,17,999,"9,6",38,"3,2",1606,-4,"1,35",0,0
2018-03-22 18:00:00,22,5,18,1495,"7,9",46,"3,1",1057,-3,"0,58",0,0
2018-03-22 19:00:00,22,5,19,923,"6,2",54,"1,8",883,"-2,4","0,08",0,0
2018-03-22 20:00:00,22,5,20,739,"5,1",56,2,899,"-2,9",0,0,0
2018-03-22 21:00:00,22,5,21,726,"4,5",62,2,826,"-2,1",0,0,0
2018-03-22 22:00:00,22,5,22,621,"3,9",66,"2,7",990,"-1,8",0,0,0
2018-03-22 23:00:00,22,5,23,428,"3,4",69,"1,1",895,"-1,7",0,0,0
2018-03-23 00:00:00,23,6,0,335,"2,9",72,"1,3",903,"-1,6",0,0,0
2018-03-23 01:00:00,23,6,1,283,"2,5",75,"1,5",786,"-1,4",0,0,0
2018-03-23 02:00:00,23,6,2,216,"2,2",80,"1,4",615,"-0,8",0,0,0
2018-03-23 03:00:00,23,6,3,128,"1,9",81,"1,1",525,-1,0,0,0
2018-03-23 04:00:00,23,6,4,92,2,80,"0,8",474,-1,0,0,0
2018-03-23 05:00:00,23,6,5,95,"2,2",79,"0,8",553,-1,0,0,0
2018-03-23 06:00:00,23,6,6,243,"2,3",80,"0,7",546,"-0,8",0,0,0
2018-03-23 07:00:00,23,6,7,661,"2,5",79,"1,4",536,"-0,7","0,01",0,0
2018-03-23 08:00:00,23,6,8,1216,"2,6",77,"1,3",567,-1,"0,21",0,0
2018-03-23 09:00:00,23,6,9,664,"3,3",72,"1,4",618,"-1,2","0,61",0,0
2018-03-23 10:00:00,23,6,10,461,"5,4",64,"1,6",637,"-0,8","1,7",0,0
2018-03-23 11:00:00,23,6,11,584,"7,1",50,"1,7",799,"-2,6","2,24",0,0
2018-03-23 12:00:00,23,6,12,690,"9,3",37,"2,3",940,"-4,6","2,72",0,0
2018-03-23 13:00:00,23,6,13,682,"10,9",36,"2,1",1073,"-3,6","2,87",0,0
2018-03-23 14:00:00,23,6,14,758,"12,4",33,"2,9",811,"-3,4","2,71",0,0
2018-03-23 15:00:00,23,6,15,849,"12,1",30,3,1120,"-4,9","2,41",0,0
2018-03-23 16:00:00,23,6,16,901,"12,2",24,"2,8",1655,"-7,8","1,98",0,0
2018-03-23 17:00:00,23,6,17,1108,"11,2",27,"3,5",1585,"-7,1","1,19",0,0
2018-03-23 18:00:00,23,6,18,1611,"9,7",36,"3,6",948,"-4,6","0,37",0,0
2018-03-23 19:00:00,23,6,19,932,"8,3",48,3,779,-2,"0,06",0,0
2018-03-23 20:00:00,23,6,20,724,"6,7",48,"2,6",774,"-3,5",0,0,0
2018-03-23 21:00:00,23,6,21,676,"5,8",60,"2,2",650,"-1,3",0,0,0
2018-03-23 22:00:00,23,6,22,638,"5,3",63,"1,8",591,"-1,1",0,0,0
2018-03-23 23:00:00,23,6,23,422,5,42,"1,7",717,"-6,8",0,0,0
2018-03-24 00:00:00,24,7,0,403,"4,7",46,"1,7",746,"-5,9",0,0,0
2018-03-24 01:00:00,24,7,1,360,"4,7",51,"1,1",728,"-4,5",0,0,0
2018-03-24 02:00:00,24,7,2,305,5,50,"1,7",669,"-4,5",0,0,0
2018-03-24 03:00:00,24,7,3,197,5,51,"0,8",659,"-4,3",0,0,0
2018-03-24 04:00:00,24,7,4,122,"5,1",54,"1,2",550,"-3,4",0,0,0
2018-03-24 05:00:00,24,7,5,82,"4,7",54,"1,3",543,"-3,8",0,0,0
2018-03-24 06:00:00,24,7,6,113,"4,2",50,"0,6",633,"-5,3",0,0,0
2018-03-24 07:00:00,24,7,7,198,4,54,"0,9",587,"-4,4","0,01",0,0
2018-03-24 08:00:00,24,7,8,424,"4,5",49,"0,4",580,"-5,3","0,19",0,0
2018-03-24 09:00:00,24,7,9,456,"6,5",40,"2,5",588,"-6,1","0,69",0,0
2018-03-24 10:00:00,24,7,10,494,"7,2",43,"1,5",559,"-4,5","0,42",0,0
2018-03-24 11:00:00,24,7,11,589,9,56,2,399,"0,6","1,11",0,0
2018-03-24 12:00:00,24,7,12,806,"10,6",52,"3,1",390,"1,1","2,27",0,0
2018-03-24 13:00:00,24,7,13,880,"12,4",50,"2,5",379,"2,2","2,48",0,0
2018-03-24 14:00:00,24,7,14,855,"12,7",55,"3,4",378,"3,8","2,42",0,0
2018-03-24 15:00:00,24,7,15,1025,"12,4",58,"4,1",404,"4,3","2,26",0,0
2018-03-24 16:00:00,24,7,16,947,"12,3",61,"3,4",359,"4,9","1,82",0,0
2018-03-24 17:00:00,24,7,17,916,"11,1",66,"4,2",367,"4,9","1,18",0,0
2018-03-24 18:00:00,24,7,18,736,9,76,3,288,"4,9","0,45",0,0
2018-03-24 19:00:00,24,7,19,521,"7,7",80,"2,8",234,"4,4","0,05",0,0
2018-03-24 20:00:00,24,7,20,513,"7,1",83,"3,3",203,"4,4",0,0,0
2018-03-24 21:00:00,24,7,21,487,"6,7",84,"2,8",193,"4,1",0,0,0
2018-03-24 22:00:00,24,7,22,460,"6,5",85,"2,3",167,"4,1",0,0,0
2018-03-24 23:00:00,24,7,23,354,"6,4",85,"2,3",155,4,0,0,0
2018-03-25 00:00:00,25,1,0,372,"6,4",84,"1,4",171,"3,8",0,0,0
2018-03-25 01:00:00,25,1,1,267,"6,4",82,"1,2",186,"3,5",0,0,0
2018-03-25 02:00:00,25,1,2,195,6,82,"1,3",198,"3,1",0,0,0
2018-03-25 03:00:00,25,1,3,139,"5,5",83,"0,9",186,"2,8",0,0,0
2018-03-25 04:00:00,25,1,4,90,"5,3",82,1,200,"2,4",0,0,0
2018-03-25 05:00:00,25,1,5,60,5,83,"0,7",200,"2,3",0,0,0
2018-03-25 06:00:00,25,1,6,71,"4,6",84,"0,7",193,"2,1",0,0,0
2018-03-25 07:00:00,25,1,7,137,"4,7",82,"1,3",198,"1,8","0,02",0,0
2018-03-25 08:00:00,25,1,8,225,5,79,"1,1",203,"1,6","0,23",0,0
2018-03-25 09:00:00,25,1,9,331,"6,3",73,"1,3",218,"1,8","0,79",0,0
2018-03-25 10:00:00,25,1,10,359,"8,4",65,"1,8",229,"2,1","1,67",0,0
2018-03-25 11:00:00,25,1,11,466,"10,7",56,2,261,"2,2","2,27",0,0
2018-03-25 12:00:00,25,1,12,626,"12,7",45,"1,3",321,1,"2,63",0,0
2018-03-25 13:00:00,25,1,13,784,"14,6",38,"1,9",315,"0,4","2,75",0,0
2018-03-25 14:00:00,25,1,14,882,"16,1",37,"2,4",315,"1,3","2,62",0,0
2018-03-25 15:00:00,25,1,15,960,"16,7",38,"3,1",265,"2,2","2,27",0,0
2018-03-25 16:00:00,25,1,16,1031,"16,5",39,"3,1",366,"2,4","1,91",0,0
2018-03-25 17:00:00,25,1,17,911,"15,8",40,"2,3",481,"2,2","1,28",0,0
2018-03-25 18:00:00,25,1,18,768,"14,4",44,"2,7",596,"2,2","0,6",0,0
2018-03-25 19:00:00,25,1,19,571,"12,6",59,"2,5",384,"4,7","0,08",0,0
2018-03-25 20:00:00,25,1,20,502,"10,7",70,"2,8",236,"5,4",0,0,0
2018-03-25 21:00:00,25,1,21,456,"9,8",74,"2,2",219,"5,3",0,0,0
2018-03-25 22:00:00,25,1,22,424,"8,8",79,2,203,"5,3",0,0,0
2018-03-25 23:00:00,25,1,23,336,8,82,"1,3",196,"5,1",0,0,0
2018-03-26 00:00:00,26,2,0,244,"7,1",84,"2,3",185,"4,5",0,0,0
2018-03-26 01:00:00,26,2,1,185,"6,3",87,"1,8",153,"4,2",0,0,0
2018-03-26 02:00:00,26,2,2,93,"5,4",95,"1,5",89,"4,6",0,0,0
2018-03-26 03:00:00,26,2,3,62,"5,5",96,"1,6",72,"4,9",0,0,0
2018-03-26 04:00:00,26,2,4,65,"5,5",96,2,53,"4,9",0,0,0
2018-03-26 05:00:00,26,2,5,98,"5,4",97,"1,5",38,"4,9",0,0,0
2018-03-26 06:00:00,26,2,6,227,"5,7",97,"0,5",80,"5,2",0,0,0
2018-03-26 07:00:00,26,2,7,581,6,96,"0,6",94,"5,4",0,0,0
2018-03-26 08:00:00,26,2,8,983,"6,4",90,"1,4",117,"4,8","0,13",0,0
2018-03-26 09:00:00,26,2,9,540,"7,6",82,"0,7",147,"4,7","0,55",0,0
2018-03-26 10:00:00,26,2,10,415,10,70,1,187,"4,7","1,57",0,0
2018-03-26 11:00:00,26,2,11,422,"12,6",60,"2,4",281,5,"2,23",0,0
2018-03-26 12:00:00,26,2,12,492,"14,6",53,"2,5",348,"5,1","2,65",0,0
2018-03-26 13:00:00,26,2,13,504,16,47,"2,5",459,"4,6","2,8",0,0
2018-03-26 14:00:00,26,2,14,575,"17,4",39,"2,9",520,"3,2","2,7",0,0
2018-03-26 15:00:00,26,2,15,604,"17,6",33,"3,6",985,"1,1","2,44",0,0
2018-03-26 16:00:00,26,2,16,819,"17,7",33,"3,4",897,"1,2","1,96",0,0
2018-03-26 17:00:00,26,2,17,925,"17,1",31,"3,3",1075,"-0,1","1,33",0,0
2018-03-26 18:00:00,26,2,18,1477,16,33,"2,9",1138,"-0,2","0,6",0,0
2018-03-26 19:00:00,26,2,19,1031,"14,3",37,"3,1",1247,"-0,2","0,1",0,0
2018-03-26 20:00:00,26,2,20,835,"12,9",42,"2,8",1047,"0,2",0,0,0
2018-03-26 21:00:00,26,2,21,798,"11,6",54,"1,5",693,"2,5",0,0,0
2018-03-26 22:00:00,26,2,22,662,"10,7",58,"1,4",600,"2,7",0,0,0
2018-03-26 23:00:00,26,2,23,447,"9,8",62,"0,6",535,"2,8",0,0,0
2018-03-27 00:00:00,27,3,0,380,9,68,"1,1",426,"3,3",0,0,0
2018-03-27 01:00:00,27,3,1,278,"8,7",70,"0,9",398,"3,5",0,0,0
2018-03-27 02:00:00,27,3,2,163,"8,3",70,"0,8",394,"3,1",0,0,0
2018-03-27 03:00:00,27,3,3,127,"8,1",71,"0,9",378,"3,1",0,0,0
2018-03-27 04:00:00,27,3,4,95,"7,8",70,"0,3",395,"2,6",0,0,0
2018-03-27 05:00:00,27,3,5,110,8,63,"0,8",439,"1,3",0,0,0
2018-03-27 06:00:00,27,3,6,231,"8,1",66,"0,6",415,"2,1",0,0,0
2018-03-27 07:00:00,27,3,7,705,"8,5",67,"0,7",475,"2,7","0,02",0,0
2018-03-27 08:00:00,27,3,8,1201,"9,3",62,"0,6",519,"2,3","0,25",0,0
